pH,DO(mg/l),CODMn(mg/l),NH3-N(mg/l),本周水质
8.06,9.79,2.4,0.18,2
7.96,9.07,2.3,0.2,2
7.17,1.13,6.9,2.25,6
8.35,2.28,8.7,0.85,5
7.88,9.14,6.7,1.73,5
8.06,8.43,2.0,0.08,1
7.74,8.09,1.7,0.27,2
7.99,8.93,1.9,0.16,2
7.98,8.86,2.4,0.19,2
7.13,1.34,6.4,2.36,6
8.72,2.51,8.4,0.75,5
7.9,9.08,6.7,1.76,5
7.83,8.3,2.1,0.05,2
7.76,8.62,2.2,0.26,2
7.93,8.99,3.0,0.18,2
7.18,1.14,5.3,1.7,6
7.42,5.55,1.7,0.38,3
7.8,9.49,1.2,0.17,2
7.81,8.16,2.2,0.07,2
8.84,2.57,8.4,0.61,5
7.81,8.75,1.6,0.26,2
7.97,8.38,6.3,0.16,4
7.17,1.21,4.7,2.3,6
8.86,2.42,7.0,0.69,5
7.87,8.56,2.1,0.06,2
7.58,7.09,2.3,0.65,3
7.17,1.21,4.9,2.94,6
7.98,11.3,2.7,0.4,2
6.65,6.81,5.6,0.97,3
8.06,8.1,3.5,0.16,2
8.68,2.45,7.7,1.2,5
7.81,8.61,1.9,0.25,2
7.86,8.16,2.1,0.06,2
8.1,8.65,2.3,0.18,2
8.02,7.48,3.1,0.12,2
7.2,1.41,4.8,2.52,6
8.52,1.88,7.8,0.97,6
6.68,6.98,4.9,0.22,3
7.84,8.47,2.1,0.05,2
7.75,10.9,2.4,0.38,2
8.54,8.62,2.5,0.17,2
8.02,8.27,3.8,0.21,2
7.18,1.83,4.4,1.51,6
8.71,2.12,6.7,2.2,6
6.66,7.01,1.9,0.2,2
7.7,8.37,2.1,0.05,2
7.79,12.4,2.6,0.36,2
7.21,2.66,3.7,0.78,5
7.68,9.73,1.9,0.42,2
6.81,7.02,3.3,0.44,2
8.16,8.24,3.7,0.15,2
8.74,2.05,7.0,1.22,5
8.69,8.33,2.3,0.16,2
7.85,7.82,2.2,0.05,2
8.55,1.66,7.0,2.14,6
8.77,8.33,2.3,0.2,2
8.06,5.86,3.4,0.15,3
7.87,7.52,2.2,0.04,2
7.45,6.43,1.7,0.58,3
7.14,7.24,3.7,0.26,2
7.39,2.33,4.5,2.04,6
7.4,2.28,4.9,3.03,6
7.49,8.73,1.9,0.42,2
6.69,6.19,3.8,0.25,2
8.1,5.38,2.8,0.13,3
8.52,1.81,5.6,0.74,6
8.48,7.87,2.2,0.19,2
8.01,9.01,2.5,0.04,2
8.31,7.77,1.8,0.19,2
8.18,7.79,2.2,0.11,2
7.29,1.91,5.2,2.86,6
7.76,13.0,2.1,0.29,2
7.97,8.13,2.7,0.04,2
8.54,1.56,6.8,1.58,6
6.73,6.99,2.7,0.23,2
7.97,6.93,1.9,0.17,2
7.84,7.76,2.1,0.11,2
7.26,2.06,5.1,2.0,5
8.42,2.13,5.7,1.35,5
6.85,6.61,2.8,0.28,2
7.94,9.29,2.3,0.04,2
7.81,13.2,2.3,0.25,2
7.31,2.49,4.6,1.28,5
7.63,10.3,2.3,0.21,2
7.61,6.77,3.2,0.43,2
7.58,7.51,2.2,0.11,2
8.38,2.03,5.3,1.25,5
7.86,6.69,2.4,0.17,2
7.88,11.0,2.1,0.04,2
8.48,1.99,8.7,1.85,6
7.93,7.14,2.2,0.17,2
7.63,6.58,2.0,0.14,2
7.05,5.75,2.4,0.34,3
8.0,10.2,2.0,0.05,1
7.21,0.1,4.8,3.87,6
7.86,6.79,1.9,0.17,2
7.66,6.34,1.9,0.14,2
7.21,0.14,4.8,4.79,6
7.08,4.52,2.1,0.47,4
8.36,1.84,9.0,0.89,6
7.36,9.51,1.9,0.04,1
7.21,0.14,4.8,4.79,6
7.08,4.52,2.1,0.47,4
7.36,9.51,1.9,0.04,1
8.36,1.84,9.0,0.89,6
7.86,6.79,1.9,0.17,2
7.66,6.34,1.9,0.14,2
7.75,7.21,2.0,0.16,2
7.74,5.98,1.8,0.2,3
7.71,3.28,5.1,1.49,4
7.59,7.45,1.8,0.28,2
7.42,9.76,1.9,0.03,1
8.24,2.2,7.7,1.24,5
7.75,7.21,2.0,0.16,2
7.74,5.98,1.8,0.2,3
7.71,3.28,5.1,1.49,4
7.59,7.45,1.8,0.28,2
7.42,9.76,1.9,0.03,1
8.24,2.2,7.7,1.24,5
7.84,5.05,2.1,0.13,3
7.52,4.24,4.5,1.44,4
7.26,7.6,1.8,0.15,1
7.54,9.59,2.0,0.05,1
8.18,2.06,8.4,3.64,6
7.59,7.09,2.1,0.23,2
7.84,7.94,2.8,0.14,2
7.8,7.08,3.0,0.57,3
7.6,7.02,1.9,0.24,2
7.59,9.52,2.1,0.07,2
8.22,2.08,10.9,3.56,6
7.31,8.01,1.6,0.13,1
7.58,8.45,1.7,0.16,2
8.31,0.56,11.0,6.24,6
7.51,9.72,2.3,0.1,2
7.48,4.2,4.4,0.44,4
7.51,9.72,2.3,0.1,2
7.58,8.45,1.7,0.16,2
7.81,8.03,2.8,0.18,2
7.43,6.43,2.1,0.28,2
8.31,0.56,11.0,6.24,6
7.43,6.43,2.1,0.28,2
7.48,4.2,4.4,0.44,4
7.81,8.03,2.8,0.18,2
7.62,10.0,2.3,0.09,2
7.58,8.57,1.4,0.17,2
7.89,6.64,3.2,0.17,2
8.09,6.47,7.3,1.11,4
7.79,5.2,2.8,0.79,3
7.79,11.6,2.6,0.19,2
7.9,6.17,6.2,0.26,4
8.76,1.67,9.2,0.97,6
7.49,10.5,2.3,0.05,2
7.95,4.92,3.6,0.67,4
7.92,11.3,3.0,0.18,2
7.81,6.58,3.8,0.14,2
7.0,9.25,1.2,0.16,2
7.64,7.55,2.2,0.3,2
8.21,6.4,4.0,0.93,3
8.35,0.68,14.1,3.28,6
7.28,10.7,2.6,0.01,2
7.05,10.1,1.5,0.15,1
7.53,6.29,4.9,0.17,3
7.87,4.92,4.1,0.59,4
8.02,1.87,12.1,2.06,6
7.54,6.78,4.2,0.13,3
7.13,10.3,1.5,0.14,1
7.87,9.53,2.4,0.61,3
7.87,7.33,4.9,1.59,5
7.44,11.5,2.7,0.01,2
7.7,2.43,4.8,1.52,5
8.09,11.3,5.7,2.23,6
7.39,7.2,4.4,0.19,3
8.15,10.9,5.5,1.9,5
7.71,1.54,8.8,10.7,6
7.78,7.43,4.7,0.22,3
8.54,17.8,7.5,0.48,4
8.41,10.4,6.4,0.28,4
8.28,11.9,4.0,0.56,3
8.39,11.7,5.9,0.14,3
8.07,9.69,7.2,0.85,4
7.2,7.85,5.0,0.47,3
7.95,8.71,3.9,1.3,4
8.26,10.0,9.9,0.22,4
7.79,11.1,4.2,0.29,3
7.59,8.96,4.9,2.77,6
8.09,11.2,6.1,0.22,4
8.76,12.1,2.8,1.0,3
7.74,10.8,3.2,0.52,3
7.78,12.3,4.8,0.36,3
8.44,12.2,3.8,0.34,2
7.62,11.4,3.1,0.54,3
8.57,13.7,4.5,0.48,3
7.01,8.05,6.5,1.08,4
7.81,11.0,2.5,0.53,3
8.43,10.1,4.1,0.49,3
7.63,7.54,5.6,2.16,6
8.7,9.5,15.8,3.36,6
8.0,10.6,4.6,0.2,3
8.3,11.3,3.9,0.47,2
8.3,11.3,5.7,0.12,3
8.1,8.9,110.8,0.82,6
7.2,6.9,4.6,0.49,3
7.9,6.8,4.1,0.38,3
8.3,13.7,5.1,1.31,4
8.1,8.7,3.8,1.05,4
7.3,9.1,5.9,1.75,5
8.6,12.2,6.1,0.19,4
8.4,10.8,3.6,1.68,5
7.8,10.5,3.3,0.48,2
7.8,12.1,4.9,0.41,3
8.5,11.6,3.8,0.54,3
7.6,11.4,2.8,0.58,3
8.4,9.8,4.0,0.39,2
7.0,8.4,6.2,0.39,4
7.8,10.8,2.4,0.42,2
8.0,10.7,6.3,1.89,5
7.6,7.5,5.8,1.85,5
7.8,11.6,4.7,1.0,3
7.7,1.2,10.2,11.0,6
7.7,5.9,4.5,0.23,3
8.5,14.7,5.7,0.55,3
8.5,13.5,4.0,0.48,2
8.6,11.1,7.3,0.23,4
7.85,9.98,3.2,0.31,2
8.27,13.6,6.2,0.67,4
8.52,11.1,3.5,0.89,3
7.52,11.1,2.7,0.53,3
8.41,9.56,3.8,0.17,2
8.48,12.9,4.2,0.44,3
7.27,12.7,8.0,1.4,4
7.82,10.4,2.8,0.58,3
8.25,11.0,6.4,2.29,6
7.6,7.88,5.2,1.45,4
7.69,11.3,5.2,0.56,3
8.03,0.94,17.3,0.64,6
7.73,5.85,5.4,0.23,3
8.69,14.4,7.8,0.1,4
8.56,13.7,4.3,0.07,3
8.4,11.4,6.2,0.11,4
8.14,9.54,48.6,1.02,6
7.27,8.04,3.8,0.63,3
7.91,6.82,4.3,0.38,3
8.46,16.7,5.6,1.45,4
8.1,9.08,4.2,0.28,3
8.01,11.2,4.7,0.19,3
7.87,14.0,6.7,0.96,4
8.78,13.8,6.5,0.17,4
8.62,12.0,8.6,0.45,4
7.78,11.3,4.7,0.44,3
7.81,9.48,3.2,0.32,2
8.67,12.6,9.6,0.04,4
8.56,10.7,4.1,0.74,3
7.51,10.6,3.0,0.5,2
8.38,9.25,3.8,0.08,2
8.48,12.0,4.6,0.46,3
6.74,10.1,6.1,1.02,4
7.96,10.9,3.2,0.56,3
8.37,10.9,5.4,2.42,6
7.54,10.6,4.9,0.54,3
7.82,1.68,22.4,7.45,6
8.65,17.6,6.3,0.2,4
8.08,8.71,6.0,0.24,3
7.92,11.0,4.0,0.18,2
8.37,14.9,8.0,0.62,4
8.06,13.7,6.3,0.17,4
8.78,13.7,5.6,0.34,3
7.87,6.59,5.3,0.23,3
6.6,8.34,6.4,0.52,4
8.87,4.32,14.0,0.9,5
8.71,15.0,4.2,0.03,3
8.27,9.51,6.5,0.19,4
8.41,10.4,7.9,1.21,4
7.45,9.95,3.3,0.5,2
7.95,6.44,3.9,0.26,2
7.55,7.17,4.7,1.75,5
7.8,11.0,5.0,0.36,3
7.88,10.2,3.3,0.54,3
6.48,17.0,6.0,0.47,3
7.55,6.47,4.6,1.85,5
7.53,10.0,4.9,0.49,3
7.78,1.06,21.7,14.7,6
7.88,6.0,5.8,0.3,3
8.89,2.89,15.1,1.15,6
8.7,13.5,9.7,0.2,4
8.58,14.9,3.9,0.04,2
8.3,9.32,8.7,0.12,4
8.33,9.7,11.6,0.75,5
7.35,10.5,4.1,0.47,3
8.2,5.91,3.3,0.27,3
8.49,16.4,6.0,0.3,3
7.99,8.23,5.0,0.24,3
8.04,9.77,4.0,0.15,2
8.6,15.9,8.1,0.6,4
7.24,12.7,5.3,0.14,3
8.84,16.4,7.3,0.18,4
7.89,10.1,4.9,0.46,3
8.53,9.86,3.3,0.67,3
7.48,9.96,3.1,0.35,2
8.38,8.89,3.1,0.09,2
8.38,10.9,4.8,0.44,3
6.81,9.41,4.9,1.28,4
7.84,8.83,3.1,0.59,3
8.42,10.7,4.7,0.6,3
7.91,1.03,15.8,13.5,6
8.97,2.1,19.5,0.98,6
8.68,13.9,11.3,0.14,5
8.58,11.9,4.7,0.04,3
8.05,7.64,9.8,0.15,4
8.3,8.96,12.2,0.93,5
7.34,10.8,4.6,0.88,3
8.35,9.87,4.7,0.43,3
8.11,6.82,3.6,0.31,2
8.41,17.0,6.2,0.5,4
7.89,7.51,4.6,0.62,3
7.87,8.69,3.5,0.16,2
8.45,14.9,7.1,0.35,4
7.48,10.2,6.5,0.11,4
8.89,15.7,5.6,1.39,4
7.78,8.61,3.3,0.22,2
8.17,9.38,4.4,0.23,3
8.61,9.25,3.2,0.62,3
7.41,9.27,3.1,0.2,2
7.03,9.14,4.9,0.88,3
7.91,10.3,3.2,0.32,2
8.32,9.49,11.0,0.57,5
7.61,7.25,4.2,0.6,3
7.7,8.87,4.9,0.53,3
8.41,9.34,3.1,0.11,2
8.08,7.63,5.3,0.28,3
8.66,8.59,4.0,0.69,3
8.64,17.1,3.9,0.43,2
8.37,11.0,3.1,0.1,2
8.35,11.7,4.6,0.45,3
7.2,11.7,5.7,0.76,3
8.2,8.26,11.7,0.59,5
7.65,9.88,5.8,0.13,3
7.58,7.31,3.7,0.35,2
7.66,7.67,5.0,0.61,3
8.09,4.56,7.2,10.1,6
8.38,11.2,4.8,0.19,3
7.64,8.15,9.6,0.56,4
8.67,1.14,16.6,0.8,6
8.54,11.4,9.9,0.19,4
9.13,14.7,5.2,0.04,6
8.01,6.23,6.9,0.09,4
8.33,8.85,12.7,0.48,5
7.39,10.6,5.5,0.53,3
8.22,6.86,4.1,0.26,3
8.23,13.0,5.2,0.67,3
7.91,6.98,3.9,0.3,2
7.91,9.02,3.5,0.18,2
7.89,10.8,6.3,0.92,4
7.83,8.5,3.2,0.22,2
7.92,9.22,4.4,0.18,3
7.87,10.2,3.1,0.35,2
7.29,8.17,3.3,0.2,2
7.85,8.25,3.1,0.28,2
8.53,15.5,4.3,0.53,3
8.65,9.02,2.7,0.54,3
7.47,7.7,3.3,0.14,2
8.3,10.4,3.1,0.08,2
8.34,10.9,4.2,0.44,3
7.25,10.8,4.6,0.39,3
7.82,9.58,2.3,0.19,2
7.81,6.98,12.5,0.52,5
7.59,6.6,4.0,0.41,2
7.65,7.6,5.3,0.53,3
7.88,4.25,6.6,8.66,6
8.28,11.0,5.0,0.21,3
8.12,9.6,9.5,0.48,4
8.94,2.32,16.0,0.88,6
8.29,9.41,7.8,0.44,4
8.82,11.0,4.1,0.03,3
8.05,7.15,6.6,0.04,4
8.32,8.92,11.8,0.36,5
7.54,8.76,4.3,0.39,3
8.43,6.86,3.3,0.26,2
8.34,13.8,4.6,0.24,3
8.06,6.95,4.4,0.43,3
7.83,8.7,3.4,0.18,2
7.91,10.9,6.4,0.75,4
7.39,7.51,4.7,0.2,3
7.85,10.1,4.3,0.2,3
7.21,6.45,4.6,0.43,3
8.15,10.6,3.7,1.18,4
8.43,14.5,4.4,0.12,3
8.05,7.84,5.0,0.23,3
8.09,11.1,2.8,0.14,2
8.13,11.5,5.8,0.29,3
7.56,6.59,2.6,0.21,2
7.7,5.18,3.9,0.61,3
7.86,7.88,3.1,0.36,2
7.78,9.14,4.4,0.23,3
8.79,7.26,2.7,0.4,2
7.59,7.78,2.9,0.14,2
8.2,9.24,3.1,0.08,2
8.35,11.4,4.3,0.39,3
7.22,9.2,4.7,0.39,3
7.75,8.66,2.4,0.19,2
7.49,5.25,4.0,0.33,3
7.57,5.47,4.8,0.49,3
7.86,1.96,6.5,6.82,6
8.13,9.45,4.3,0.28,3
8.12,9.42,7.9,0.36,4
8.95,1.81,15.6,0.76,6
7.92,5.2,2.1,0.76,3
8.85,10.8,4.2,0.05,3
7.7,4.64,5.1,0.05,4
8.29,7.54,10.9,0.75,5
7.21,6.62,3.4,0.6,3
7.79,10.9,5.5,0.22,3
7.83,5.95,3.7,0.38,3
8.47,12.1,3.2,0.28,2
8.19,11.5,4.4,0.14,3
8.0,6.68,4.8,0.23,3
8.07,9.56,3.4,0.14,2
7.32,9.05,4.6,0.29,3
7.9,8.85,2.0,0.27,2
7.67,3.64,3.7,0.37,4
7.93,7.62,3.1,0.32,2
7.83,8.42,4.6,0.2,3
8.69,6.75,3.5,0.38,2
7.63,7.0,3.0,0.12,2
8.06,8.64,3.2,0.08,2
8.31,9.24,3.5,0.35,2
7.58,5.9,3.8,0.13,3
7.73,5.5,5.6,0.52,3
8.21,3.15,6.9,5.88,6
8.09,9.96,4.0,0.2,2
8.73,1.46,18.7,1.22,6
8.4,6.62,2.8,0.62,3
8.77,9.82,4.4,0.06,3
7.92,7.53,3.0,0.07,2
8.45,9.03,11.7,0.26,5
7.37,8.88,5.8,0.47,3
7.61,6.79,3.1,0.18,2
8.05,7.63,3.1,0.32,2
8.28,8.51,2.1,0.46,2
8.63,6.31,3.8,0.44,2
7.61,6.75,3.1,0.1,2
7.86,8.34,3.3,0.06,2
7.19,8.29,4.5,0.46,3
8.0,8.73,1.9,0.33,2
7.59,3.22,3.7,0.37,4
7.39,4.9,3.8,0.15,4
7.89,6.9,5.6,0.23,3
8.15,4.02,7.2,5.34,6
8.08,9.75,3.9,0.15,2
7.16,8.43,6.7,0.39,4
8.8,2.42,17.9,1.15,6
8.42,5.44,3.4,0.62,3
8.51,7.41,5.2,0.14,3
7.79,6.62,2.8,0.09,2
8.28,7.79,8.8,1.59,5
7.1,7.84,5.4,0.55,3
7.87,5.95,3.9,0.38,3
8.41,12.8,4.4,0.12,3
7.92,6.44,4.3,0.23,3
7.97,8.95,3.6,0.13,2
7.85,12.8,6.0,0.2,3
6.16,6.68,2.8,0.07,2
8.31,13.4,2.9,0.27,2
7.84,7.97,5.1,0.18,3
7.86,6.38,4.1,0.22,3
7.72,7.07,3.1,0.2,2
8.33,13.3,3.0,0.47,2
7.38,4.76,4.0,0.2,4
7.73,6.38,3.2,0.09,2
7.35,8.89,5.6,0.63,3
7.99,5.77,4.2,0.4,3
8.34,13.0,4.9,0.13,3
7.9,12.6,2.8,0.13,2
7.86,9.77,6.2,0.31,4
7.78,7.7,4.9,0.23,3
8.4,5.51,5.1,0.46,3
7.52,5.85,3.4,0.11,3
7.71,7.22,3.3,0.07,2
8.08,11.2,4.6,0.45,3
7.1,6.81,4.6,0.4,3
7.97,9.24,2.3,0.3,2
7.63,3.89,3.4,0.27,4
7.76,5.98,4.7,0.29,3
8.17,5.16,7.8,4.68,6
8.21,8.82,3.9,0.13,2
7.13,8.59,6.5,0.4,4
8.7,6.67,13.0,1.05,5
8.39,5.56,4.3,0.63,3
8.64,9.4,5.3,0.05,3
8.22,7.25,8.9,1.52,5
7.51,8.34,3.2,0.13,2
7.69,8.05,3.1,0.2,2
8.7,12.7,4.0,0.24,2
8.21,5.26,3.1,0.32,3
7.45,5.57,3.7,0.42,3
7.64,6.61,3.5,0.07,2
7.96,9.22,5.2,0.57,3
7.19,7.66,4.7,0.28,3
7.95,9.14,2.5,0.27,2
7.68,4.38,4.2,0.29,4
7.41,4.33,4.0,0.22,4
7.95,7.15,5.2,0.25,3
8.0,2.76,7.2,5.28,6
8.41,6.86,3.5,0.24,2
8.65,2.12,7.6,0.21,5
8.33,5.01,3.6,0.55,3
8.71,10.3,5.6,0.03,3
7.71,6.02,3.6,0.08,2
8.13,6.96,9.1,1.02,4
7.58,8.99,5.6,0.17,3
7.94,6.0,3.4,0.41,2
8.37,12.7,0.0,0.12,1
7.92,6.13,4.2,0.22,3
7.94,10.2,3.3,0.15,2
7.49,5.36,4.3,0.63,3
8.14,11.7,4.0,0.14,2
7.83,7.48,3.0,0.23,2
7.96,5.56,3.3,0.42,3
8.58,7.24,5.1,0.11,3
7.88,5.62,4.5,0.21,3
8.18,10.7,3.8,0.13,2
7.58,6.28,4.2,0.78,3
8.22,12.6,5.2,0.23,3
8.58,11.8,3.9,0.12,2
7.63,8.1,5.6,0.2,3
7.6,8.66,3.0,0.13,2
7.75,7.08,3.7,0.36,2
8.06,5.05,2.5,0.42,3
7.32,5.04,3.8,0.25,3
7.53,5.92,3.7,0.07,3
7.97,9.46,4.9,0.4,3
7.07,6.26,4.9,0.33,3
7.79,8.12,2.3,0.19,2
7.61,4.43,4.2,0.3,4
7.4,3.93,4.3,0.31,4
7.92,6.2,4.7,0.28,3
7.94,3.46,5.9,0.3,4
8.65,1.09,8.8,0.29,6
8.22,7.35,6.5,0.26,4
8.65,10.5,5.6,0.02,3
7.76,6.98,4.1,0.11,3
8.03,5.37,5.3,2.82,6
8.3,12.0,0.0,0.24,2
8.78,11.4,4.2,0.11,3
7.37,4.61,4.5,0.22,4
8.14,10.1,5.4,0.61,3
8.06,13.1,6.4,0.15,4
7.87,10.1,7.4,0.54,4
8.7,0.79,14.3,0.53,6
8.29,9.45,7.2,0.18,4
8.6,12.2,5.6,0.08,3
8.05,7.65,4.2,0.17,3
8.04,6.24,10.0,2.36,6
7.51,5.37,5.5,0.13,3
7.93,5.61,3.3,0.39,3
8.26,11.5,3.6,0.1,2
7.75,6.28,4.5,0.23,3
7.92,10.4,3.6,0.15,2
7.87,6.43,4.9,0.23,3
7.74,1.86,7.3,0.0,6
7.42,7.98,3.0,0.11,2
7.57,7.15,4.1,0.35,3
7.84,6.12,3.9,0.35,2
7.04,4.43,3.5,0.21,4
7.47,4.99,3.8,0.07,4
7.83,8.91,5.1,0.47,3
6.97,4.17,4.2,0.34,4
7.72,7.66,2.0,0.16,2
7.6,4.87,4.5,0.26,4
8.36,7.2,6.6,0.16,4
7.53,4.48,2.2,0.25,4
7.6,8.89,3.1,0.25,2
8.78,1.21,15.5,1.71,6
8.34,5.83,5.3,0.33,3
8.59,12.0,4.6,0.02,3
7.44,6.66,4.1,0.4,3
7.2,4.53,4.1,0.0,4
7.68,5.74,3.6,0.07,3
7.9,9.15,4.4,0.51,3
7.21,6.77,4.3,0.57,3
7.24,6.62,2.2,0.16,2
7.63,3.02,4.5,0.2,4
7.6,3.92,4.3,0.73,4
7.82,2.4,6.6,0.0,5
8.43,7.27,5.6,0.15,3
8.1,14.9,7.5,0.69,4
7.73,9.74,3.9,0.16,2
7.82,5.06,8.0,1.18,4
7.1,10.5,6.6,0.4,4
8.43,10.4,4.5,0.27,3
7.94,7.94,3.6,0.11,2
8.07,5.96,4.6,2.31,6
7.43,5.36,5.6,0.17,3
7.99,5.64,3.5,0.39,3
8.03,8.48,3.6,0.09,2
7.77,5.79,4.2,0.22,3
7.34,7.26,4.4,0.59,3
8.31,10.2,4.6,0.1,3
7.4,7.91,3.1,0.29,2
7.41,5.33,5.5,0.24,3
8.09,5.44,3.5,0.37,3
7.72,7.13,3.9,0.64,3
7.71,3.68,4.1,0.26,4
7.6,7.22,3.8,0.2,2
7.8,4.01,4.7,0.76,4
7.48,12.0,4.4,0.39,3
7.85,9.63,3.5,0.65,3
7.74,4.73,6.1,0.19,4
8.34,6.38,5.4,0.09,3
7.96,11.4,7.7,0.72,4
8.85,1.06,16.1,7.2,6
8.4,6.02,6.7,0.32,4
7.66,6.56,5.1,0.34,3
7.83,5.99,4.1,0.26,3
7.32,5.72,3.0,0.07,3
7.77,6.23,2.9,0.07,2
7.88,8.98,4.7,0.32,3
7.39,8.05,4.2,0.34,3
7.58,7.34,2.0,0.24,2
7.58,4.74,4.7,0.25,4
7.71,3.93,4.5,0.18,4
7.7,5.33,4.5,0.31,3
7.65,5.53,2.4,0.13,3
7.95,4.37,11.2,1.57,5
7.44,3.71,4.5,0.32,4
7.66,2.34,4.7,0.29,5
7.36,3.08,3.9,0.5,4
7.63,5.61,3.2,0.06,3
8.08,5.13,3.0,0.1,3
7.73,8.23,4.3,0.42,3
7.25,11.0,4.8,0.61,3
7.48,6.91,2.1,0.24,2
7.44,6.57,4.5,0.49,3
8.02,5.91,3.5,0.16,3
7.98,4.12,6.4,0.0,4
8.23,6.02,5.0,0.2,3
8.69,3.28,13.2,4.97,6
8.7,6.52,6.1,0.37,4
8.36,12.4,5.3,0.08,3
7.63,5.14,3.4,0.19,3
7.94,4.08,10.9,2.07,6
7.39,5.78,5.5,0.67,3
7.96,5.07,3.8,0.36,3
8.06,9.02,3.6,0.11,2
7.92,8.39,4.1,0.19,3
8.27,7.51,5.3,0.87,3
7.95,12.8,6.2,0.1,4
8.5,8.25,4.3,0.77,3
7.34,7.55,3.1,0.22,2
7.94,14.0,7.0,0.68,4
8.8,2.53,13.9,4.75,6
8.0,6.46,4.3,0.91,3
7.84,13.6,5.1,0.12,3
7.5,10.2,3.1,0.62,3
7.77,6.66,4.3,0.19,3
7.99,3.87,10.5,2.52,6
7.33,6.02,5.6,0.42,3
7.85,5.33,4.2,0.38,3
7.93,8.13,4.0,0.45,2
7.53,7.33,3.1,0.14,2
7.54,6.29,3.5,0.55,3
7.82,5.92,3.3,0.36,3
7.69,4.43,2.8,0.11,4
7.42,5.6,3.0,0.06,3
7.59,6.55,4.2,0.38,3
7.62,8.97,5.0,0.44,3
7.82,7.06,2.5,0.15,2
7.6,3.95,4.2,0.32,4
7.82,3.45,4.0,0.31,4
7.84,3.73,5.6,0.37,4
8.28,1.87,8.2,6.2,6
8.44,6.62,5.2,0.19,3
8.16,13.7,8.2,0.68,4
8.53,5.83,6.7,0.41,4
8.76,13.5,5.9,0.09,3
7.81,8.48,3.0,0.2,2
8.2,6.24,5.1,0.37,3
7.28,6.83,2.3,0.27,2
8.1,4.14,9.5,1.24,4
7.32,5.75,5.5,0.33,3
7.62,5.14,3.1,0.28,3
8.15,3.9,5.6,0.23,4
8.52,3.06,8.4,2.09,6
8.14,9.11,9.6,0.39,4
8.69,1.17,12.7,5.8,6
8.51,5.5,7.7,0.54,4
7.71,3.83,3.5,1.63,5
6.84,6.98,4.8,0.53,3
7.31,7.57,2.5,1.71,5
7.71,5.99,4.0,0.96,3
7.59,7.77,3.1,0.11,2
7.4,3.63,2.8,0.1,4
7.88,5.56,3.2,0.31,3
7.75,5.84,3.2,0.07,3
7.64,7.11,4.3,0.32,3
7.45,5.74,4.9,0.4,3
7.5,6.36,2.2,0.14,2
7.53,3.47,3.9,0.3,4
7.79,4.17,3.9,0.22,4
7.69,6.15,3.5,0.72,3
7.74,5.09,4.9,0.15,3
7.62,8.63,3.1,0.12,2
8.31,5.34,2.1,0.28,3
8.18,5.6,3.0,0.16,3
8.02,6.69,3.1,0.1,2
7.68,7.99,4.7,0.35,3
7.46,5.83,4.9,0.34,3
8.02,6.98,2.1,0.17,2
7.6,5.06,4.2,0.25,3
7.78,4.67,3.8,0.21,4
8.22,11.2,7.7,0.21,4
8.63,1.87,11.2,8.56,6
8.65,8.13,6.2,0.35,4
8.45,2.18,6.8,0.34,5
7.77,5.93,5.3,0.23,3
8.36,5.38,10.7,1.79,5
7.39,5.7,5.4,0.13,3
8.21,4.29,6.0,0.14,4
7.41,6.01,6.1,1.82,5
7.7,6.74,2.8,0.22,2
8.79,4.31,9.4,1.34,4
8.55,7.11,5.3,0.18,3
7.67,7.47,4.9,0.38,3
7.37,10.0,5.9,0.41,3
7.28,7.76,2.8,1.67,5
7.84,5.91,4.0,0.75,3
7.5,7.1,3.1,0.21,2
7.78,6.17,5.4,0.12,3
8.32,5.0,2.5,0.26,3
8.52,6.54,3.3,0.11,2
7.98,6.73,3.2,0.1,2
7.75,7.67,5.0,0.32,3
7.53,5.35,5.5,0.3,3
8.21,7.09,1.7,0.23,2
7.89,4.81,3.9,0.27,4
7.8,5.08,4.3,0.25,3
8.2,2.76,6.2,0.57,5
8.63,3.0,7.0,1.09,4
8.28,6.14,5.2,0.19,3
8.14,8.76,5.0,0.09,3
8.63,1.38,11.9,14.4,6
8.35,6.45,5.6,0.38,3
8.28,-1.0,5.8,0.16,3
8.24,3.14,10.3,2.16,6
7.31,5.9,5.4,0.15,3
7.89,9.9,7.7,0.5,4
7.58,6.54,3.8,0.24,2
7.8,7.92,5.3,0.17,3
7.6,10.4,5.6,0.29,3
7.47,8.43,2.8,0.14,2
7.94,5.65,3.7,0.71,3
8.55,3.21,10.0,8.68,6
7.17,11.5,3.2,0.57,3
7.86,5.58,4.8,0.59,3
8.21,5.02,2.7,0.23,3
8.18,5.31,3.9,0.14,3
7.77,6.06,3.8,0.09,2
7.4,6.33,3.1,0.2,2
7.86,5.58,4.8,0.59,3
8.21,5.02,2.7,0.23,3
8.18,5.31,3.9,0.14,3
7.77,6.06,3.8,0.09,2
7.75,8.01,6.2,0.38,4
7.38,6.06,5.1,0.26,3
7.99,7.2,2.0,0.21,2
7.8,5.93,4.6,0.49,3
8.08,6.68,4.3,0.21,3
7.83,2.29,7.4,0.93,5
7.75,8.01,6.2,0.38,4
7.38,6.06,5.1,0.26,3
7.99,7.2,2.0,0.21,2
7.8,5.93,4.6,0.49,3
8.08,6.68,4.3,0.21,3
7.83,2.29,7.4,0.93,5
8.64,3.22,6.6,0.64,4
8.49,7.12,5.1,0.26,3
